genero_usuario,edad_usuario,Generacion,nombre_estacion_origen,duracion_recorrido
MALE,27,"Millennials Jóvenes","161 - Humahuaca",535
MALE,27,"Millennials Jóvenes","054 - Acuña de Figueroa",910
MALE,27,"Millennials Jóvenes","161 - Humahuaca",899
MALE,27,"Millennials Jóvenes","014 - Pacifico",742
MALE,27,"Millennials Jóvenes","161 - Humahuaca",440
MALE,27,"Millennials Jóvenes","113 - Guatemala",768
MALE,27,"Millennials Jóvenes","161 - Humahuaca",584
MALE,27,"Millennials Jóvenes","005 - Plaza Italia",788
MALE,27,"Millennials Jóvenes","161 - Humahuaca",262
MALE,27,"Millennials Jóvenes","161 - Humahuaca",892
MALE,27,"Millennials Jóvenes","054 - Acuña de Figueroa",673
MALE,27,"Millennials Jóvenes","161 - Humahuaca",849
MALE,27,"Millennials Jóvenes","161 - Humahuaca",880
MALE,27,"Millennials Jóvenes","017 - Plaza Almagro",931
MALE,27,"Millennials Jóvenes","014 - Pacifico",842
MALE,27,"Millennials Jóvenes","161 - Humahuaca",880
MALE,27,"Millennials Jóvenes","161 - Humahuaca",932
MALE,27,"Millennials Jóvenes","161 - Humahuaca",744
MALE,27,"Millennials Jóvenes","161 - Humahuaca",838
MALE,27,"Millennials Jóvenes","014 - Pacifico",887
MALE,27,"Millennials Jóvenes","161 - Humahuaca",735
MALE,27,"Millennials Jóvenes","161 - Humahuaca",721
MALE,27,"Millennials Jóvenes","014 - Pacifico",854
MALE,27,"Millennials Jóvenes","005 - Plaza Italia",895
MALE,27,"Millennials Jóvenes","161 - Humahuaca",992
MALE,27,"Millennials Jóvenes","161 - Humahuaca",754
MALE,27,"Millennials Jóvenes","161 - Humahuaca",763
MALE,27,"Millennials Jóvenes","014 - Pacifico",973
MALE,27,"Millennials Jóvenes","332 - PACÍFICO II",843
MALE,27,"Millennials Jóvenes","161 - Humahuaca",900
MALE,27,"Millennials Jóvenes","161 - Humahuaca",782
MALE,27,"Millennials Jóvenes","054 - Acuña de Figueroa",706
MALE,27,"Millennials Jóvenes","017 - Plaza Almagro",952
MALE,27,"Millennials Jóvenes","332 - PACÍFICO II",983
MALE,27,"Millennials Jóvenes","332 - PACÍFICO II",987
MALE,27,"Millennials Jóvenes","161 - Humahuaca",916
MALE,27,"Millennials Jóvenes","161 - Humahuaca",814
MALE,27,"Millennials Jóvenes","014 - Pacifico",950
MALE,27,"Millennials Jóvenes","161 - Humahuaca",546
MALE,27,"Millennials Jóvenes","161 - Humahuaca",506
MALE,27,"Millennials Jóvenes","161 - Humahuaca",777
MALE,27,"Millennials Jóvenes","285 - ESPINOSA",997
MALE,27,"Millennials Jóvenes","161 - Humahuaca",972
MALE,27,"Millennials Jóvenes","161 - Humahuaca",941
MALE,27,"Millennials Jóvenes","065 - Julián Álvarez",528
MALE,27,"Millennials Jóvenes","014 - Pacifico",804
MALE,27,"Millennials Jóvenes","161 - Humahuaca",962
MALE,27,"Millennials Jóvenes","014 - Pacifico",962
MALE,27,"Millennials Jóvenes","054 - Acuña de Figueroa",867
MALE,27,"Millennials Jóvenes","161 - Humahuaca",838
MALE,27,"Millennials Jóvenes","161 - Humahuaca",979
MALE,27,"Millennials Jóvenes","014 - Pacifico",904
MALE,27,"Millennials Jóvenes","161 - Humahuaca",853
MALE,27,"Millennials Jóvenes","161 - Humahuaca",885
MALE,27,"Millennials Jóvenes","161 - Humahuaca",794
MALE,27,"Millennials Jóvenes","009 - Parque Las Heras",564
MALE,27,"Millennials Jóvenes","161 - Humahuaca",880
MALE,27,"Millennials Jóvenes","161 - Humahuaca",706
MALE,27,"Millennials Jóvenes","014 - Pacifico",871
MALE,27,"Millennials Jóvenes","014 - Pacifico",859
MALE,27,"Millennials Jóvenes","161 - Humahuaca",869
MALE,27,"Millennials Jóvenes","161 - Humahuaca",809
MALE,27,"Millennials Jóvenes","161 - Humahuaca",644
MALE,27,"Millennials Jóvenes","161 - Humahuaca",745
MALE,27,"Millennials Jóvenes","161 - Humahuaca",744
MALE,27,"Millennials Jóvenes","161 - Humahuaca",756
MALE,27,"Millennials Jóvenes","161 - Humahuaca",818
MALE,27,"Millennials Jóvenes","161 - Humahuaca",964
MALE,27,"Millennials Jóvenes","161 - Humahuaca",723
MALE,27,"Millennials Jóvenes","161 - Humahuaca",888
MALE,27,"Millennials Jóvenes","014 - Pacifico",934
MALE,27,"Millennials Jóvenes","161 - Humahuaca",883
MALE,27,"Millennials Jóvenes","161 - Humahuaca",709
MALE,27,"Millennials Jóvenes","332 - PACÍFICO II",947
MALE,27,"Millennials Jóvenes","161 - Humahuaca",844
MALE,27,"Millennials Jóvenes","161 - Humahuaca",821
MALE,27,"Millennials Jóvenes","161 - Humahuaca",984
MALE,27,"Millennials Jóvenes","054 - Acuña de Figueroa",790
MALE,27,"Millennials Jóvenes","014 - Pacifico",989
MALE,27,"Millennials Jóvenes","161 - Humahuaca",719
MALE,27,"Millennials Jóvenes","161 - Humahuaca",948
MALE,27,"Millennials Jóvenes","161 - Humahuaca",922
MALE,27,"Millennials Jóvenes","161 - Humahuaca",827
MALE,27,"Millennials Jóvenes","113 - Guatemala",695
MALE,27,"Millennials Jóvenes","161 - Humahuaca",891
MALE,27,"Millennials Jóvenes","013 - ONCE",479
MALE,27,"Millennials Jóvenes","161 - Humahuaca",781
MALE,27,"Millennials Jóvenes","017 - Plaza Almagro",998
MALE,27,"Millennials Jóvenes","161 - Humahuaca",764
MALE,27,"Millennials Jóvenes","013 - ONCE",402
MALE,27,"Millennials Jóvenes","161 - Humahuaca",926
MALE,27,"Millennials Jóvenes","161 - Humahuaca",869
MALE,27,"Millennials Jóvenes","161 - Humahuaca",875
MALE,27,"Millennials Jóvenes","161 - Humahuaca",999
MALE,27,"Millennials Jóvenes","161 - Humahuaca",882
MALE,27,"Millennials Jóvenes","113 - Guatemala",809
MALE,27,"Millennials Jóvenes","161 - Humahuaca",875
MALE,27,"Millennials Jóvenes","332 - PACÍFICO II",901
MALE,27,"Millennials Jóvenes","161 - Humahuaca",762
MALE,27,"Millennials Jóvenes","161 - Humahuaca",984
MALE,27,"Millennials Jóvenes","161 - Humahuaca",635
MALE,27,"Millennials Jóvenes","161 - Humahuaca",976
MALE,27,"Millennials Jóvenes","161 - Humahuaca",888
MALE,27,"Millennials Jóvenes","161 - Humahuaca",776
MALE,27,"Millennials Jóvenes","161 - Humahuaca",771
MALE,27,"Millennials Jóvenes","084 - TEATRO PICADERO",577
MALE,27,"Millennials Jóvenes","161 - Humahuaca",642
MALE,27,"Millennials Jóvenes","017 - Plaza Almagro",993
MALE,27,"Millennials Jóvenes","161 - Humahuaca",907
MALE,27,"Millennials Jóvenes","161 - Humahuaca",865
MALE,27,"Millennials Jóvenes","161 - Humahuaca",840
MALE,27,"Millennials Jóvenes","005 - Plaza Italia",843
MALE,27,"Millennials Jóvenes","161 - Humahuaca",759
MALE,27,"Millennials Jóvenes","014 - Pacifico",859
MALE,27,"Millennials Jóvenes","161 - Humahuaca",866
MALE,27,"Millennials Jóvenes","161 - Humahuaca",714
MALE,27,"Millennials Jóvenes","113 - Guatemala",750
MALE,27,"Millennials Jóvenes","161 - Humahuaca",702
MALE,27,"Millennials Jóvenes","014 - Pacifico",905
MALE,27,"Millennials Jóvenes","161 - Humahuaca",694
MALE,27,"Millennials Jóvenes","161 - Humahuaca",875
MALE,27,"Millennials Jóvenes","054 - Acuña de Figueroa",935
MALE,27,"Millennials Jóvenes","161 - Humahuaca",734
MALE,27,"Millennials Jóvenes","161 - Humahuaca",753
MALE,27,"Millennials Jóvenes","014 - Pacifico",676
MALE,27,"Millennials Jóvenes","161 - Humahuaca",686
MALE,27,"Millennials Jóvenes","161 - Humahuaca",892
MALE,27,"Millennials Jóvenes","059 - Coronel Diaz",408
MALE,27,"Millennials Jóvenes","161 - Humahuaca",745
MALE,27,"Millennials Jóvenes","161 - Humahuaca",746
MALE,27,"Millennials Jóvenes","163 - ONCE II",668
MALE,27,"Millennials Jóvenes","161 - Humahuaca",696
MALE,27,"Millennials Jóvenes","005 - Plaza Italia",742
MALE,27,"Millennials Jóvenes","017 - Plaza Almagro",806
MALE,27,"Millennials Jóvenes","161 - Humahuaca",982
MALE,27,"Millennials Jóvenes","161 - Humahuaca",961
MALE,27,"Millennials Jóvenes","161 - Humahuaca",680
FEMALE,26,"Millennials Jóvenes","014 - Pacifico",953
MALE,29,"Millennials Jóvenes","087 - Guayaquil",319
MALE,29,"Millennials Jóvenes","087 - Guayaquil",391
MALE,29,"Millennials Jóvenes","087 - Guayaquil",363
MALE,29,"Millennials Jóvenes","087 - Guayaquil",382
MALE,29,"Millennials Jóvenes","087 - Guayaquil",412
MALE,29,"Millennials Jóvenes","087 - Guayaquil",415
MALE,29,"Millennials Jóvenes","087 - Guayaquil",352
MALE,29,"Millennials Jóvenes","087 - Guayaquil",464
MALE,29,"Millennials Jóvenes","087 - Guayaquil",427
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",284
MALE,29,"Millennials Jóvenes","087 - Guayaquil",350
MALE,29,"Millennials Jóvenes","087 - Guayaquil",372
MALE,29,"Millennials Jóvenes","087 - Guayaquil",381
MALE,29,"Millennials Jóvenes","087 - Guayaquil",370
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",318
MALE,29,"Millennials Jóvenes","087 - Guayaquil",386
MALE,29,"Millennials Jóvenes","087 - Guayaquil",454
MALE,29,"Millennials Jóvenes","087 - Guayaquil",445
MALE,29,"Millennials Jóvenes","087 - Guayaquil",372
MALE,29,"Millennials Jóvenes","087 - Guayaquil",370
MALE,29,"Millennials Jóvenes","087 - Guayaquil",346
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",478
MALE,29,"Millennials Jóvenes","087 - Guayaquil",405
MALE,29,"Millennials Jóvenes","087 - Guayaquil",379
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",334
MALE,29,"Millennials Jóvenes","087 - Guayaquil",413
MALE,29,"Millennials Jóvenes","087 - Guayaquil",419
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",502
MALE,29,"Millennials Jóvenes","080 - VALLE",535
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",598
MALE,29,"Millennials Jóvenes","087 - Guayaquil",385
MALE,29,"Millennials Jóvenes","087 - Guayaquil",426
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",434
MALE,29,"Millennials Jóvenes","087 - Guayaquil",575
MALE,29,"Millennials Jóvenes","276 - PRIMERA JUNTA",275
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",357
MALE,29,"Millennials Jóvenes","187 - Jose Maria Moreno",514
MALE,29,"Millennials Jóvenes","087 - Guayaquil",356
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",434
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",536
MALE,29,"Millennials Jóvenes","087 - Guayaquil",399
MALE,29,"Millennials Jóvenes","087 - Guayaquil",366
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",406
MALE,29,"Millennials Jóvenes","087 - Guayaquil",332
MALE,29,"Millennials Jóvenes","087 - Guayaquil",392
MALE,29,"Millennials Jóvenes","087 - Guayaquil",424
MALE,29,"Millennials Jóvenes","087 - Guayaquil",414
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",358
MALE,29,"Millennials Jóvenes","087 - Guayaquil",362
MALE,29,"Millennials Jóvenes","082 - HOSPITAL ITALIANO",556
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",314
MALE,29,"Millennials Jóvenes","087 - Guayaquil",418
MALE,29,"Millennials Jóvenes","087 - Guayaquil",376
MALE,29,"Millennials Jóvenes","087 - Guayaquil",421
MALE,29,"Millennials Jóvenes","087 - Guayaquil",395
MALE,29,"Millennials Jóvenes","188 - Aranguren",398
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",421
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",343
MALE,29,"Millennials Jóvenes","087 - Guayaquil",367
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",325
MALE,29,"Millennials Jóvenes","087 - Guayaquil",388
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",406
MALE,29,"Millennials Jóvenes","082 - HOSPITAL ITALIANO",713
MALE,29,"Millennials Jóvenes","087 - Guayaquil",411
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",312
MALE,29,"Millennials Jóvenes","080 - VALLE",520
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",405
MALE,29,"Millennials Jóvenes","087 - Guayaquil",454
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",397
MALE,29,"Millennials Jóvenes","087 - Guayaquil",418
MALE,29,"Millennials Jóvenes","087 - Guayaquil",328
MALE,29,"Millennials Jóvenes","087 - Guayaquil",422
MALE,29,"Millennials Jóvenes","087 - Guayaquil",440
MALE,29,"Millennials Jóvenes","087 - Guayaquil",335
MALE,29,"Millennials Jóvenes","087 - Guayaquil",399
MALE,29,"Millennials Jóvenes","087 - Guayaquil",450
MALE,29,"Millennials Jóvenes","087 - Guayaquil",397
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",346
MALE,29,"Millennials Jóvenes","087 - Guayaquil",388
MALE,29,"Millennials Jóvenes","087 - Guayaquil",398
MALE,29,"Millennials Jóvenes","187 - Jose Maria Moreno",415
MALE,29,"Millennials Jóvenes","087 - Guayaquil",362
MALE,29,"Millennials Jóvenes","087 - Guayaquil",358
MALE,29,"Millennials Jóvenes","087 - Guayaquil",211
MALE,29,"Millennials Jóvenes","087 - Guayaquil",382
MALE,29,"Millennials Jóvenes","087 - Guayaquil",406
MALE,29,"Millennials Jóvenes","087 - Guayaquil",453
MALE,29,"Millennials Jóvenes","087 - Guayaquil",443
MALE,29,"Millennials Jóvenes","087 - Guayaquil",377
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",290
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",254
MALE,29,"Millennials Jóvenes","087 - Guayaquil",403
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",268
MALE,29,"Millennials Jóvenes","087 - Guayaquil",350
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",302
MALE,29,"Millennials Jóvenes","087 - Guayaquil",405
MALE,29,"Millennials Jóvenes","087 - Guayaquil",363
MALE,29,"Millennials Jóvenes","080 - VALLE",521
MALE,29,"Millennials Jóvenes","087 - Guayaquil",416
MALE,29,"Millennials Jóvenes","087 - Guayaquil",419
MALE,29,"Millennials Jóvenes","087 - Guayaquil",467
MALE,29,"Millennials Jóvenes","087 - Guayaquil",440
MALE,29,"Millennials Jóvenes","272 - Plaza Bruno Giordano",355
MALE,29,"Millennials Jóvenes","087 - Guayaquil",385
MALE,29,"Millennials Jóvenes","087 - Guayaquil",484
MALE,29,"Millennials Jóvenes","087 - Guayaquil",371
MALE,29,"Millennials Jóvenes","080 - VALLE",538
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",345
MALE,29,"Millennials Jóvenes","087 - Guayaquil",673
MALE,29,"Millennials Jóvenes","087 - Guayaquil",397
MALE,29,"Millennials Jóvenes","080 - VALLE",551
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",260
MALE,29,"Millennials Jóvenes","087 - Guayaquil",383
MALE,29,"Millennials Jóvenes","087 - Guayaquil",370
MALE,29,"Millennials Jóvenes","087 - Guayaquil",396
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",610
MALE,29,"Millennials Jóvenes","087 - Guayaquil",423
MALE,29,"Millennials Jóvenes","080 - VALLE",763
MALE,29,"Millennials Jóvenes","087 - Guayaquil",379
MALE,29,"Millennials Jóvenes","087 - Guayaquil",413
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",250
MALE,29,"Millennials Jóvenes","087 - Guayaquil",404
MALE,29,"Millennials Jóvenes","080 - VALLE",534
MALE,29,"Millennials Jóvenes","080 - VALLE",673
MALE,29,"Millennials Jóvenes","276 - PRIMERA JUNTA",629
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",286
MALE,29,"Millennials Jóvenes","087 - Guayaquil",413
MALE,29,"Millennials Jóvenes","087 - Guayaquil",450
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",283
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",298
MALE,29,"Millennials Jóvenes","087 - Guayaquil",393
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",389
MALE,29,"Millennials Jóvenes","080 - VALLE",559
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",683
MALE,29,"Millennials Jóvenes","080 - VALLE",550
MALE,29,"Millennials Jóvenes","087 - Guayaquil",342
MALE,29,"Millennials Jóvenes","087 - Guayaquil",401
MALE,29,"Millennials Jóvenes","087 - Guayaquil",427
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",285
MALE,29,"Millennials Jóvenes","087 - Guayaquil",385
MALE,29,"Millennials Jóvenes","136 - Acevedo",343
MALE,29,"Millennials Jóvenes","087 - Guayaquil",380
MALE,29,"Millennials Jóvenes","087 - Guayaquil",446
MALE,29,"Millennials Jóvenes","087 - Guayaquil",346
MALE,29,"Millennials Jóvenes","087 - Guayaquil",417
MALE,29,"Millennials Jóvenes","087 - Guayaquil",389
MALE,29,"Millennials Jóvenes","087 - Guayaquil",367
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",362
MALE,29,"Millennials Jóvenes","087 - Guayaquil",377
MALE,29,"Millennials Jóvenes","087 - Guayaquil",329
MALE,29,"Millennials Jóvenes","087 - Guayaquil",406
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",1382
MALE,29,"Millennials Jóvenes","374 - Puan",788
MALE,29,"Millennials Jóvenes","087 - Guayaquil",341
MALE,29,"Millennials Jóvenes","080 - VALLE",550
MALE,29,"Millennials Jóvenes","087 - Guayaquil",384
MALE,29,"Millennials Jóvenes","087 - Guayaquil",328
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",329
MALE,29,"Millennials Jóvenes","187 - Jose Maria Moreno",428
MALE,29,"Millennials Jóvenes","087 - Guayaquil",389
MALE,29,"Millennials Jóvenes","087 - Guayaquil",352
MALE,29,"Millennials Jóvenes","087 - Guayaquil",417
MALE,29,"Millennials Jóvenes","087 - Guayaquil",377
MALE,29,"Millennials Jóvenes","087 - Guayaquil",377
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",550
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",272
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",528
MALE,29,"Millennials Jóvenes","087 - Guayaquil",386
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",499
MALE,29,"Millennials Jóvenes","087 - Guayaquil",474
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",461
MALE,29,"Millennials Jóvenes","136 - Acevedo",357
MALE,29,"Millennials Jóvenes","136 - Acevedo",357
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",500
MALE,29,"Millennials Jóvenes","087 - Guayaquil",440
MALE,29,"Millennials Jóvenes","136 - Acevedo",342
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",568
MALE,29,"Millennials Jóvenes","087 - Guayaquil",413
MALE,29,"Millennials Jóvenes","087 - Guayaquil",444
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",492
MALE,29,"Millennials Jóvenes","087 - Guayaquil",422
MALE,29,"Millennials Jóvenes","087 - Guayaquil",457
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",542
MALE,29,"Millennials Jóvenes","087 - Guayaquil",394
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",536
MALE,29,"Millennials Jóvenes","087 - Guayaquil",416
MALE,29,"Millennials Jóvenes","087 - Guayaquil",358
MALE,29,"Millennials Jóvenes","087 - Guayaquil",375
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",714
MALE,29,"Millennials Jóvenes","087 - Guayaquil",458
MALE,29,"Millennials Jóvenes","087 - Guayaquil",440
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",535
MALE,29,"Millennials Jóvenes","087 - Guayaquil",423
MALE,29,"Millennials Jóvenes","136 - Acevedo",309
MALE,29,"Millennials Jóvenes","087 - Guayaquil",442
MALE,29,"Millennials Jóvenes","087 - Guayaquil",441
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",512
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",565
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",852
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",358
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",442
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",516
MALE,29,"Millennials Jóvenes","136 - Acevedo",341
MALE,29,"Millennials Jóvenes","087 - Guayaquil",419
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",559
MALE,29,"Millennials Jóvenes","087 - Guayaquil",436
MALE,29,"Millennials Jóvenes","272 - Plaza Bruno Giordano",404
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",534
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",505
MALE,29,"Millennials Jóvenes","087 - Guayaquil",483
MALE,29,"Millennials Jóvenes","087 - Guayaquil",430
MALE,29,"Millennials Jóvenes","087 - Guayaquil",426
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",637
MALE,29,"Millennials Jóvenes","087 - Guayaquil",409
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",549
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",624
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",458
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",457
MALE,29,"Millennials Jóvenes","087 - Guayaquil",482
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",553
MALE,29,"Millennials Jóvenes","087 - Guayaquil",457
MALE,29,"Millennials Jóvenes","087 - Guayaquil",481
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",518
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",572
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",305
MALE,29,"Millennials Jóvenes","087 - Guayaquil",465
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",535
MALE,29,"Millennials Jóvenes","087 - Guayaquil",374
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",507
MALE,29,"Millennials Jóvenes","087 - Guayaquil",495
MALE,29,"Millennials Jóvenes","087 - Guayaquil",416
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",482
MALE,29,"Millennials Jóvenes","087 - Guayaquil",460
MALE,29,"Millennials Jóvenes","087 - Guayaquil",447
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",581
MALE,29,"Millennials Jóvenes","087 - Guayaquil",392
MALE,29,"Millennials Jóvenes","087 - Guayaquil",420
MALE,29,"Millennials Jóvenes","136 - Acevedo",355
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",441
MALE,29,"Millennials Jóvenes","087 - Guayaquil",362
MALE,29,"Millennials Jóvenes","087 - Guayaquil",63
MALE,29,"Millennials Jóvenes","087 - Guayaquil",411
MALE,29,"Millennials Jóvenes","136 - Acevedo",324
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",267
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",289
MALE,29,"Millennials Jóvenes","087 - Guayaquil",424
MALE,29,"Millennials Jóvenes","087 - Guayaquil",374
MALE,29,"Millennials Jóvenes","087 - Guayaquil",376
MALE,29,"Millennials Jóvenes","087 - Guayaquil",416
MALE,29,"Millennials Jóvenes","087 - Guayaquil",385
MALE,29,"Millennials Jóvenes","087 - Guayaquil",380
MALE,29,"Millennials Jóvenes","087 - Guayaquil",480
MALE,29,"Millennials Jóvenes","087 - Guayaquil",358
MALE,29,"Millennials Jóvenes","087 - Guayaquil",419
MALE,29,"Millennials Jóvenes","136 - Acevedo",235
MALE,29,"Millennials Jóvenes","087 - Guayaquil",428
MALE,29,"Millennials Jóvenes","087 - Guayaquil",382
MALE,29,"Millennials Jóvenes","087 - Guayaquil",380
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",262
MALE,29,"Millennials Jóvenes","136 - Acevedo",283
MALE,29,"Millennials Jóvenes","087 - Guayaquil",381
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",333
MALE,29,"Millennials Jóvenes","087 - Guayaquil",370
MALE,29,"Millennials Jóvenes","136 - Acevedo",317
MALE,29,"Millennials Jóvenes","087 - Guayaquil",439
MALE,29,"Millennials Jóvenes","087 - Guayaquil",436
MALE,29,"Millennials Jóvenes","087 - Guayaquil",360
MALE,29,"Millennials Jóvenes","087 - Guayaquil",376
MALE,29,"Millennials Jóvenes","087 - Guayaquil",381
MALE,29,"Millennials Jóvenes","087 - Guayaquil",398
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",288
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",299
MALE,29,"Millennials Jóvenes","087 - Guayaquil",416
MALE,29,"Millennials Jóvenes","136 - Acevedo",339
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",530
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",267
MALE,29,"Millennials Jóvenes","087 - Guayaquil",382
MALE,29,"Millennials Jóvenes","087 - Guayaquil",453
MALE,29,"Millennials Jóvenes","087 - Guayaquil",479
MALE,29,"Millennials Jóvenes","087 - Guayaquil",371
MALE,29,"Millennials Jóvenes","087 - Guayaquil",397
MALE,29,"Millennials Jóvenes","087 - Guayaquil",496
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",506
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",668
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",447
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",262
MALE,29,"Millennials Jóvenes","087 - Guayaquil",477
MALE,29,"Millennials Jóvenes","087 - Guayaquil",432
MALE,29,"Millennials Jóvenes","136 - Acevedo",369
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",583
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",416
MALE,29,"Millennials Jóvenes","087 - Guayaquil",438
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",83
MALE,29,"Millennials Jóvenes","087 - Guayaquil",423
MALE,29,"Millennials Jóvenes","087 - Guayaquil",421
MALE,29,"Millennials Jóvenes","136 - Acevedo",376
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",660
MALE,29,"Millennials Jóvenes","087 - Guayaquil",460
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",517
MALE,29,"Millennials Jóvenes","087 - Guayaquil",426
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",535
MALE,29,"Millennials Jóvenes","087 - Guayaquil",420
MALE,29,"Millennials Jóvenes","087 - Guayaquil",392
MALE,29,"Millennials Jóvenes","087 - Guayaquil",415
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",502
MALE,29,"Millennials Jóvenes","087 - Guayaquil",460
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",514
MALE,29,"Millennials Jóvenes","087 - Guayaquil",692
MALE,29,"Millennials Jóvenes","087 - Guayaquil",617
MALE,29,"Millennials Jóvenes","087 - Guayaquil",499
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",871
MALE,29,"Millennials Jóvenes","087 - Guayaquil",355
MALE,29,"Millennials Jóvenes","087 - Guayaquil",445
MALE,29,"Millennials Jóvenes","029 - Parque Centenario",620
