genero_usuario,edad_usuario,Generacion,nombre_estacion_origen,duracion_recorrido
MALE,29,"Millennials Jóvenes","087 - Guayaquil",448
MALE,29,"Millennials Jóvenes","087 - Guayaquil",445
MALE,29,"Millennials Jóvenes","074 - INSTITUTO LELOIR",449
MALE,29,"Millennials Jóvenes","087 - Guayaquil",409
MALE,29,"Millennials Jóvenes","136 - Acevedo",367
MALE,29,"Millennials Jóvenes","087 - Guayaquil",342
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",312
MALE,29,"Millennials Jóvenes","136 - Acevedo",314
MALE,29,"Millennials Jóvenes","087 - Guayaquil",407
MALE,29,"Millennials Jóvenes","136 - Acevedo",381
MALE,29,"Millennials Jóvenes","087 - Guayaquil",380
MALE,29,"Millennials Jóvenes","087 - Guayaquil",379
MALE,29,"Millennials Jóvenes","087 - Guayaquil",472
MALE,29,"Millennials Jóvenes","031 - PARQUE RIVADAVIA",404
OTHER,25,"Millennials Jóvenes","061 - Ministerio de Economia",839
OTHER,25,"Millennials Jóvenes","061 - Ministerio de Economia",989
OTHER,25,"Millennials Jóvenes","016 - Legislatura",760
MALE,25,"Millennials Jóvenes","368 - PLAZA DE LA SHOÁ",11874
MALE,25,"Millennials Jóvenes","044 - Ecoparque",983
OTHER,31,"Millennials Jóvenes","054 - Acuña de Figueroa",202
FEMALE,34,"Millennials Jóvenes","174 - MINISTERIO DE EDUCACION",593
MALE,31,"Millennials Jóvenes","061 - Ministerio de Economia",933
FEMALE,25,"Millennials Jóvenes","286 - FILOSOFIA Y LETRAS",1289
FEMALE,25,"Millennials Jóvenes","276 - PRIMERA JUNTA",917
FEMALE,25,"Millennials Jóvenes","286 - FILOSOFIA Y LETRAS",892
MALE,25,"Millennials Jóvenes","303 - Huaura",777
MALE,25,"Millennials Jóvenes","303 - Huaura",672
MALE,25,"Millennials Jóvenes","230 - AREVALO",725
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",692
MALE,25,"Millennials Jóvenes","303 - Huaura",964
MALE,25,"Millennials Jóvenes","230 - AREVALO",705
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",767
MALE,25,"Millennials Jóvenes","303 - Huaura",731
MALE,25,"Millennials Jóvenes","303 - Huaura",767
MALE,25,"Millennials Jóvenes","094 - GÚZMAN",975
MALE,25,"Millennials Jóvenes","303 - Huaura",752
MALE,25,"Millennials Jóvenes","303 - Huaura",718
MALE,25,"Millennials Jóvenes","303 - Huaura",738
MALE,25,"Millennials Jóvenes","303 - Huaura",618
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",707
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",769
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",577
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",607
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",556
MALE,25,"Millennials Jóvenes","303 - Huaura",678
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",587
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",690
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",791
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",758
MALE,25,"Millennials Jóvenes","303 - Huaura",628
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",503
MALE,25,"Millennials Jóvenes","303 - Huaura",824
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",697
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",662
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",697
MALE,25,"Millennials Jóvenes","206 - Galicia",621
MALE,25,"Millennials Jóvenes","303 - Huaura",716
MALE,25,"Millennials Jóvenes","303 - Huaura",622
MALE,25,"Millennials Jóvenes","303 - Huaura",454
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",605
MALE,25,"Millennials Jóvenes","303 - Huaura",490
MALE,25,"Millennials Jóvenes","303 - Huaura",683
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",664
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",655
MALE,25,"Millennials Jóvenes","255 - BARRANCAS DE BELGRANO",408
MALE,25,"Millennials Jóvenes","191 - Rivadavia y 9 de Julio",577
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",810
MALE,25,"Millennials Jóvenes","303 - Huaura",670
MALE,25,"Millennials Jóvenes","303 - Huaura",645
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",855
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",669
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",515
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",599
MALE,25,"Millennials Jóvenes","230 - AREVALO",721
MALE,25,"Millennials Jóvenes","243 - PLAZOLETA CELEDONIO FLORES",723
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",666
MALE,25,"Millennials Jóvenes","303 - Huaura",761
MALE,25,"Millennials Jóvenes","303 - Huaura",744
MALE,25,"Millennials Jóvenes","303 - Huaura",722
MALE,25,"Millennials Jóvenes","303 - Huaura",671
MALE,25,"Millennials Jóvenes","303 - Huaura",847
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",80
MALE,25,"Millennials Jóvenes","303 - Huaura",558
MALE,25,"Millennials Jóvenes","303 - Huaura",532
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",501
MALE,25,"Millennials Jóvenes","230 - AREVALO",738
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",556
MALE,25,"Millennials Jóvenes","303 - Huaura",703
MALE,25,"Millennials Jóvenes","303 - Huaura",707
MALE,25,"Millennials Jóvenes","303 - Huaura",747
MALE,25,"Millennials Jóvenes","303 - Huaura",701
MALE,25,"Millennials Jóvenes","303 - Huaura",693
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",659
MALE,25,"Millennials Jóvenes","068 - AV. CORDOBA",808
MALE,25,"Millennials Jóvenes","303 - Huaura",451
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",481
MALE,25,"Millennials Jóvenes","303 - Huaura",645
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",825
MALE,25,"Millennials Jóvenes","158 - VILLARROEL",619
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",651
MALE,25,"Millennials Jóvenes","303 - Huaura",631
MALE,25,"Millennials Jóvenes","094 - GÚZMAN",504
MALE,25,"Millennials Jóvenes","303 - Huaura",729
MALE,25,"Millennials Jóvenes","303 - Huaura",766
MALE,25,"Millennials Jóvenes","230 - AREVALO",674
MALE,25,"Millennials Jóvenes","303 - Huaura",668
MALE,25,"Millennials Jóvenes","303 - Huaura",733
MALE,25,"Millennials Jóvenes","303 - Huaura",622
MALE,25,"Millennials Jóvenes","303 - Huaura",660
MALE,25,"Millennials Jóvenes","206 - Galicia",579
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",692
MALE,25,"Millennials Jóvenes","303 - Huaura",520
MALE,25,"Millennials Jóvenes","345 - Plaza Mafalda",697
MALE,25,"Millennials Jóvenes","230 - AREVALO",758
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",760
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",581
MALE,25,"Millennials Jóvenes","303 - Huaura",650
MALE,25,"Millennials Jóvenes","303 - Huaura",691
MALE,25,"Millennials Jóvenes","303 - Huaura",635
MALE,25,"Millennials Jóvenes","303 - Huaura",785
MALE,25,"Millennials Jóvenes","158 - VILLARROEL",98
MALE,25,"Millennials Jóvenes","303 - Huaura",643
MALE,25,"Millennials Jóvenes","253 - Plaza Colegiales",808
MALE,25,"Millennials Jóvenes","303 - Huaura",666
MALE,25,"Millennials Jóvenes","303 - Huaura",773
MALE,25,"Millennials Jóvenes","159 - Fitz Roy & Gorriti",659
MALE,25,"Millennials Jóvenes","303 - Huaura",774
MALE,25,"Millennials Jóvenes","303 - Huaura",666
MALE,25,"Millennials Jóvenes","303 - Huaura",665
MALE,25,"Millennials Jóvenes","303 - Huaura",645
MALE,25,"Millennials Jóvenes","101 - Fitz Roy",517
